frame_path,label,label_int,kp_nose_x,kp_nose_y,kp_nose_conf,kp_left_eye_x,kp_left_eye_y,kp_left_eye_conf,kp_right_eye_x,kp_right_eye_y,kp_right_eye_conf,kp_left_ear_x,kp_left_ear_y,kp_left_ear_conf,kp_right_ear_x,kp_right_ear_y,kp_right_ear_conf,kp_left_shoulder_x,kp_left_shoulder_y,kp_left_shoulder_conf,kp_right_shoulder_x,kp_right_shoulder_y,kp_right_shoulder_conf,kp_left_elbow_x,kp_left_elbow_y,kp_left_elbow_conf,kp_right_elbow_x,kp_right_elbow_y,kp_right_elbow_conf,kp_left_wrist_x,kp_left_wrist_y,kp_left_wrist_conf,kp_right_wrist_x,kp_right_wrist_y,kp_right_wrist_conf,kp_left_hip_x,kp_left_hip_y,kp_left_hip_conf,kp_right_hip_x,kp_right_hip_y,kp_right_hip_conf,kp_left_knee_x,kp_left_knee_y,kp_left_knee_conf,kp_right_knee_x,kp_right_knee_y,kp_right_knee_conf,kp_left_ankle_x,kp_left_ankle_y,kp_left_ankle_conf,kp_right_ankle_x,kp_right_ankle_y,kp_right_ankle_conf,angle_elbow_left,angle_elbow_right,angle_body_left,angle_body_right,angle_hip_left,angle_hip_right,angle_knee_left,angle_knee_right,shoulder_width_norm,wrist_offset_x_left,wrist_offset_x_right,wrist_offset_y_left,wrist_offset_y_right,head_drop_norm,hip_deviation_left,hip_deviation_right,mean_conf
frames/WhatsApp Video 2026-04-20 at 14.13.35_f000000.jpg,bad,0,0.44366290651518725,0.20553091856149527,0.0785132572054863,0.4394616751835264,0.1946119528550368,0.013849410228431225,0.44694706489299907,0.19157028198242188,0.0391075424849987,0.3602883897978684,0.19399485221275917,0.5660637021064758,0.4611373769825903,0.19171522213862494,0.8371549844741821,0.2642273409613248,0.24697527518639198,0.986500084400177,0.5170361749057112,0.24848074179429275,0.9941481351852417,0.23235508491253032,0.3406243324279785,0.9294019341468811,0.577630273227034,0.3387422194847694,0.9749844074249268,0.27160072326660156,0.4027274938730093,0.813005268573761,0.5813914331896551,0.3807838880098783,0.8904489874839783,0.29594161592680834,0.41591585599459135,0.9994372725486755,0.46261955129689186,0.4152849637545072,0.9995922446250916,0.29465287307213095,0.6147776383620042,0.999372661113739,0.4685007292648842,0.6063696787907527,0.9995343685150146,0.28157908340980264,0.8057899475097656,0.993873119354248,0.4696331024169922,0.7890132757333609,0.9950527548789978,128.9141117598839,151.23807556158914,167.25816338877647,160.85698297486718,168.99661721859647,160.16920998210963,176.45581697290046,178.59233911908896,0.2528133164017035,0.029165324082695766,0.2545564418833371,0.616076007796747,0.5233234866685766,-999.0,-0.026455753367455023,0.039636271229788696,0.7711787819862366
frames/WhatsApp Video 2026-04-20 at 14.13.35_f000003.jpg,bad,0,0.4312377469293002,0.2177128791809082,0.10205073654651642,0.43211009584624194,0.20685736949627215,0.017040962353348732,0.4363939679902175,0.20411168611966646,0.055195730179548264,0.36119776758654365,0.2063885101905236,0.6687725186347961,0.4580175794404128,0.2041164178114671,0.8749675750732422,0.2589072523445919,0.2585318088531494,0.9886513948440552,0.5294695229365908,0.2606344589820275,0.9964621663093567,0.21862307910261483,0.34444618225097656,0.924024760723114,0.593664103540881,0.3486364437983586,0.9853331446647644,0.27581221481849405,0.40900498170119065,0.8005398511886597,0.5802146648538524,0.3948662831233098,0.9259763956069946,0.29379976206812364,0.4227336003230168,0.999524712562561,0.4702670656401536,0.4215052678034856,0.9997406601905823,0.3064448257972454,0.6201435235830454,0.999372661113739,0.47488324395541487,0.6126046547522912,0.9996776580810547,0.2902241410880253,0.8061056870680589,0.9935657382011414,0.4766063690185547,0.797233508183406,0.9959563612937927,113.34271758531244,127.6694074288509,167.46885582201543,158.82915238701875,171.66829016419015,158.4119953762127,171.34988549481136,179.15095880489264,0.270570440745959,0.0624789700874028,0.18754872770786782,0.5561330810312788,0.4961067578971562,-999.0,-0.02545986258563028,0.043145376599308276,0.7839325070381165
frames/WhatsApp Video 2026-04-20 at 14.13.35_f000006.jpg,bad,0,0.45090284018680965,0.23186197647681603,0.11467868089675903,0.44697929250782936,0.22138568071218637,0.015455040149390697,0.45876608223750676,0.21981331018301156,0.08248338848352432,0.370141654179014,0.21929502487182617,0.40217140316963196,0.47446668559107286,0.21874271906339204,0.8402155041694641,0.2669639094122525,0.26994914274949294,0.9410938024520874,0.5405010354929957,0.27158469420212966,0.9892058372497559,0.2277094084641029,0.3470019193796011,0.7068213820457458,0.6120785022604054,0.3471855383652907,0.9697423577308655,0.2819621645171067,0.4020645068242,0.5425634384155273,0.5881297670561692,0.39279824036818284,0.8844534158706665,0.2857616687643117,0.4385542135972243,0.9954919219017029,0.46644056254419786,0.4373393425574669,0.9982703924179077,0.29087836166908,0.6201130060049204,0.9962252378463745,0.4813419868206156,0.6183276543250451,0.9986969828605652,0.2854901675520272,0.7989554038414588,0.9741918444633484,0.4742845995672818,0.8047726704524114,0.987299382686615,108.42790496519424,108.86438284082115,173.59520921454012,154.7015592665813,175.2526551973718,151.21778165473773,176.66002171300525,173.12550029481528,0.2735420157362788,0.05482980398636084,0.17411852228614208,0.48298015103492964,0.4431258789981093,-999.0,-0.012885164118786003,0.053067789443052675,0.7317094206809998
frames/WhatsApp Video 2026-04-20 at 14.13.35_f000009.jpg,bad,0,0.44864499980005723,0.24941754341125488,0.10377921909093857,0.44543121600973196,0.23937201499938965,0.013794002123177052,0.4551505055920831,0.23805686143728402,0.0662069097161293,0.37537288665771484,0.23952698707580566,0.3989502191543579,0.4725585477105502,0.23906656411977914,0.822871744632721,0.2763389390090416,0.2881336578956017,0.9543678164482117,0.5415840806632206,0.2885080117445726,0.9912707805633545,0.2312851938708075,0.3550260617182805,0.7852120995521545,0.6192615114409348,0.35296788582435024,0.9780187010765076,0.27527084021732723,0.40476582600520206,0.6296244859695435,0.5969261958681303,0.3896022209754357,0.9122915267944336,0.29498741544526197,0.4477861477778508,0.9971233010292053,0.4689858206387224,0.44559658490694487,0.9988676309585571,0.2952430659327014,0.6219356243426983,0.9972599744796753,0.4823973425503435,0.616699585547814,0.9990352392196655,0.28548628708411905,0.7975581976083609,0.9799436926841736,0.4808288442677465,0.7967687019935021,0.9901367425918579,104.55189624746777,98.31732600007004,171.7816740525855,153.2645216801034,173.4217707709406,150.71421147473467,176.73607005686594,175.01909918588274,0.2652454058262833,-0.004026832390883732,0.20864495289752477,0.4397141874946783,0.38113462857514124,-999.0,-0.01577917447775226,0.05344014291029897,0.7422796487808228
frames/WhatsApp Video 2026-04-20 at 14.13.35_f000012.jpg,bad,0,0.43951448900946255,0.26323428520789516,0.0864926427602768,0.44102747686978044,0.2530778187971849,0.014133784919977188,0.44529283457788926,0.25146986888005185,0.04853419214487076,0.3802107449235587,0.2546631923088661,0.6470255851745605,0.4751356716813712,0.25457849869361293,0.8721424341201782,0.27124783088421,0.30081316140981823,0.9821442365646362,0.5572448598927465,0.3046141037574181,0.9966245889663696,0.2096219227231782,0.35786856137789214,0.886326014995575,0.6277399391963564,0.3620936687176044,0.9877013564109802,0.25912904739379883,0.40901723274817836,0.7254063487052917,0.6123339554359173,0.3894524941077599,0.9269318580627441,0.29531393380000676,0.44802269568810094,0.9991016387939453,0.4808097707814184,0.44738611808189976,0.9996108412742615,0.3040709002264615,0.624909180861253,0.9989411234855652,0.48654066283127356,0.6189542917104868,0.9995697140693665,0.2766360907719053,0.7968456561748798,0.9905808568000793,0.49091766620504446,0.7904104819664588,0.9949319958686829,88.72891175970055,99.80854037559408,167.65031283709214,150.1491320371323,173.54948647230083,149.923838063572,168.09992360159603,179.5492126362583,0.2860222854332149,-0.04237006732554365,0.1926042072551506,0.3783064357187138,0.29661461596198324,-999.0,-0.022465681747430265,0.05641858125424081,0.7738940715789795
frames/WhatsApp Video 2026-04-20 at 14.13.35_f000015.jpg,bad,0,0.44218033757703057,0.2786279825063852,0.06828659772872925,0.44278480266702586,0.26963147750267613,0.010669052600860596,0.44722889209615774,0.2676887879004845,0.03512124717235565,0.3837348674905711,0.2716389435988206,0.5782107710838318,0.4746310793120286,0.2703336752378024,0.8382165431976318,0.27654266357421875,0.3129463562598595,0.9825798869132996,0.5547324871194774,0.3150197909428523,0.996597945690155,0.20717786920481715,0.35614908658541167,0.9091832041740417,0.6281258155559671,0.3607334723839393,0.9894764423370361,0.2346309464553307,0.3980748103215144,0.7623170614242554,0.6142378839953192,0.3882288566002479,0.9370431303977966,0.3061818418831661,0.45543832045335036,0.9993743300437927,0.48797327896644327,0.4542586620037372,0.9997215867042542,0.30276722743593415,0.6259701068584735,0.9992089867591858,0.4999866485595703,0.6198249230018029,0.9996720552444458,0.2651510238647461,0.7931086466862605,0.9927835464477539,0.5094665987738247,0.7872719397911658,0.9960722923278809,88.69915323980362,95.11871594847781,161.32155927207094,150.6913746858655,167.10258982752342,150.23416499673888,168.46344229930986,179.09025224530234,0.2781975504125203,-0.1506545153138121,0.21389619278676342,0.3060000130677776,0.2631549614611589,-999.0,-0.03301044822764426,0.05316932158425995,0.7702668309211731
frames/WhatsApp Video 2026-04-20 at 14.13.35_f000018.jpg,bad,0,0.43378846398715315,0.28955883246201736,0.06605062633752823,0.4372263612418339,0.2814321701343243,0.011246724054217339,0.4406343328541723,0.279274371954111,0.03127102553844452,0.3872118653922245,0.2846141778505765,0.6153980493545532,0.47224613715862407,0.28270728771503156,0.796227216720581,0.2810810023340686,0.3233677790715144,0.9829453825950623,0.5553417863516972,0.32672911423903245,0.9966086149215698,0.21344109239249393,0.359035455263578,0.9148861169815063,0.6182024725552263,0.3676612927363469,0.9900522828102112,0.2566896964763773,0.40183258056640625,0.7808806300163269,0.6032689850905846,0.3987434460566594,0.9408639073371887,0.3171885260220232,0.45732630216158354,0.9994770884513855,0.49851124862144736,0.45708685654860276,0.9997671246528625,0.30494449878561086,0.625951546889085,0.9993236064910889,0.5046667230540308,0.6247234344482422,0.9997203946113586,0.2571751989167312,0.786746465242826,0.9936698079109192,0.5148004992254849,0.7907509436974158,0.9965540170669556,72.50281867213677,97.40838913052151,154.59001735810767,153.6498852336511,160.7618475990936,154.34189852287804,167.60726378285398,178.61009433237922,0.2742813814754343,-0.08892804070944882,0.17473733900957453,0.28607410781150466,0.2625563989441873,-999.0,-0.04296133713215726,0.04526881600984806,0.7714672684669495
frames/WhatsApp Video 2026-04-20 at 14.13.35_f000021.jpg,bad,0,0.4511842727661133,0.30030521979698765,0.08129486441612244,0.45272883053483637,0.29252686867347133,0.013064486905932426,0.4556897262047077,0.2903716013981746,0.04290130361914635,0.39430490033379917,0.29459285736083984,0.6022803783416748,0.47887667294206293,0.29319968590369594,0.8344987630844116,0.2871392348716999,0.3312449822059044,0.9853081107139587,0.5561476740343817,0.3339150868929349,0.9968118071556091,0.22670530450755152,0.35946046389066255,0.9212133288383484,0.6121791971140894,0.3665493451631986,0.989690899848938,0.2745866446659483,0.40008049744826096,0.786620557308197,0.6037747613314924,0.4063519331125113,0.9376387000083923,0.322596681529078,0.4623014743511493,0.9994655251502991,0.5036378728932348,0.46189597936776966,0.9997467398643494,0.30348162815488616,0.6258294032170222,0.9992297887802124,0.5146445241467706,0.6247882843017578,0.9996552467346191,0.24879807439343682,0.77794126363901,0.9929128289222717,0.5181273756356075,0.7814895189725436,0.9958685636520386,65.33653571952681,108.29463039117623,151.70128596293364,155.09609074561584,158.1938679578829,153.82634183990004,166.8938525248419,177.40764368224674,0.26902169020319155,-0.0466601417761916,0.17703809407017737,0.25587347693178647,0.2692602450191468,-999.0,-0.0465352777580505,0.04148872849487796,0.7751883268356323
frames/WhatsApp Video 2026-04-20 at 14.13.35_f000024.jpg,bad,0,0.4242594488735857,0.30643696051377517,0.11827222257852554,0.42800331115722656,0.29874057036179763,0.03246128931641579,0.4309040266892006,0.29732372210575986,0.041901569813489914,0.3972239329897124,0.30193277505727917,0.7530798316001892,0.4758919682996026,0.30018186569213867,0.7467743158340454,0.3100785880253233,0.3391562241774339,0.9897923469543457,0.561373940829573,0.34080710777869594,0.9958904385566711,0.24164793409150223,0.3590980309706468,0.9448294639587402,0.6135851103683998,0.3723863454965445,0.983245849609375,0.25668550359791725,0.39204469093909633,0.8176379203796387,0.5821788393217942,0.4074753247774564,0.9126443266868591,0.3338643106920966,0.47391469662006086,0.9995052814483643,0.5039495270827721,0.47213268280029297,0.9996912479400635,0.3057080301745185,0.6344861250657302,0.9992233514785767,0.5114474460996431,0.6326799392700195,0.999566376209259,0.24611882505745725,0.7785586577195388,0.9928756952285767,0.5136137008666992,0.7811299103956956,0.9953191876411438,81.71399907064222,79.33706862247102,153.92224031498947,154.590406981993,160.04430464800558,153.70790221368227,167.47546906299672,178.16212951205034,0.25130077548164725,-0.21246685102770557,0.0827888352208468,0.21045882831159396,0.26529252395255465,-999.0,-0.042948658732418016,0.04292821116519982,0.7836889028549194
frames/WhatsApp Video 2026-04-20 at 14.13.35_f000027.jpg,bad,0,0.4186374072370858,0.30526131850022536,0.10130226612091064,0.422398172575852,0.2982178101172814,0.03344248980283737,0.4263803218973094,0.2961865571828989,0.027146754786372185,0.3982936267195077,0.3034410843482384,0.7860128879547119,0.4767193629823882,0.3002314750964825,0.6377955675125122,0.3189984025626347,0.3412456145653358,0.9917844533920288,0.5614569433804216,0.33998698454636794,0.9943391680717468,0.23950506078785863,0.3556369634775015,0.9630812406539917,0.6126814875109442,0.36985122240506685,0.9767667055130005,0.25097830542202654,0.3834055753854605,0.8581348657608032,0.5834317700616245,0.4043620549715482,0.8904930949211121,0.3416878601600384,0.4760478093073918,0.9995406866073608,0.5048319060226967,0.4711269231942984,0.9996234178543091,0.30522313611260776,0.639460563659668,0.9991739392280579,0.5017005657327587,0.6250278032743014,0.9993860721588135,0.24999044681417532,0.7833518248337966,0.9916664958000183,0.5090826955334894,0.7647388164813702,0.993537962436676,77.81249355757348,79.95945721105728,153.83097591111326,155.81630444690057,157.86654284650075,157.81135697249545,171.5798669649677,175.80977954231872,0.2424618076419771,-0.2805394292904377,0.0906321160223768,0.17388289409430924,0.26550602361357256,-999.0,-0.04320742729020642,0.040150678298060634,0.7790133953094482
